id,gid,x,y,v_x,v_y,radius,time
0,0,7.320914,0.000220,-0.504361,0.000163,0.500000,2.400000
1,1,5.232463,5.232457,-0.315195,-0.315200,0.500000,2.400000
2,2,0.000195,7.294148,0.000145,-0.524241,0.500000,2.400000
3,3,-5.172828,5.172942,0.359486,-0.359401,0.500000,2.400000
4,4,-7.388922,0.000144,0.453852,0.000107,0.500000,2.400000
5,5,-5.163342,-5.163680,0.366531,0.366288,0.500000,2.400000
6,6,0.000000,-7.284407,0.000000,0.531476,0.500000,2.400000
7,7,5.223752,-5.223356,-0.321672,0.321959,0.500000,2.400000
0,0,7.268862,0.000236,-0.520528,0.000168,0.500000,2.500000
1,1,5.199933,5.199927,-0.325298,-0.325303,0.500000,2.500000
2,2,0.000210,7.240044,0.000149,-0.541045,0.500000,2.500000
3,3,-5.135727,5.135850,0.371009,-0.370921,0.500000,2.500000
4,4,-7.342082,0.000155,0.468399,0.000111,0.500000,2.500000
5,5,-5.125514,-5.125877,0.378280,0.378029,0.500000,2.500000
6,6,0.000000,-7.229556,0.000000,0.548511,0.500000,2.500000
7,7,5.190554,-5.190128,-0.331983,0.332279,0.500000,2.500000
0,0,7.215225,0.000254,-0.536371,0.000173,0.500000,2.600000
1,1,5.166413,5.166406,-0.335199,-0.335204,0.500000,2.600000
2,2,0.000225,7.184292,0.000154,-0.557512,0.500000,2.600000
3,3,-5.097497,5.097629,0.382301,-0.382211,0.500000,2.600000
4,4,-7.293816,0.000166,0.482656,0.000114,0.500000,2.600000
5,5,-5.086535,-5.086923,0.389794,0.389535,0.500000,2.600000
6,6,0.000000,-7.173035,0.000000,0.565206,0.500000,2.600000
7,7,5.156345,-5.155889,-0.342087,0.342392,0.500000,2.600000
0,0,7.160035,0.000272,-0.551897,0.000179,0.500000,2.700000
1,1,5.131923,5.131916,-0.344902,-0.344907,0.500000,2.700000
2,2,0.000241,7.126927,0.000158,-0.573651,0.500000,2.700000
3,3,-5.058160,5.058302,0.393368,-0.393275,0.500000,2.700000
4,4,-7.244154,0.000178,0.496627,0.000118,0.500000,2.700000
5,5,-5.046427,-5.046842,0.401077,0.400811,0.500000,2.700000
6,6,0.000000,-7.114878,0.000000,0.581567,0.500000,2.700000
7,7,5.121146,-5.120659,-0.351990,0.352304,0.500000,2.700000
0,0,7.103323,0.000290,-0.567113,0.000183,0.500000,2.800000
1,1,5.096482,5.096474,-0.354411,-0.354416,0.500000,2.800000
2,2,0.000257,7.067981,0.000163,-0.589466,0.500000,2.800000
3,3,-5.017739,5.017890,0.404213,-0.404118,0.500000,2.800000
4,4,-7.193122,0.000190,0.510319,0.000121,0.500000,2.800000
5,5,-5.005214,-5.005656,0.412135,0.411861,0.500000,2.800000
6,6,0.000000,-7.055118,0.000000,0.597601,0.500000,2.800000
7,7,5.084977,-5.084457,-0.361694,0.362017,0.500000,2.800000
0,0,7.045121,0.000309,-0.582025,0.000188,0.500000,2.900000
1,1,5.060109,5.060100,-0.363730,-0.363735,0.500000,2.900000
2,2,0.000274,7.007484,0.000167,-0.604966,0.500000,2.900000
3,3,-4.976255,4.976415,0.414841,-0.414743,0.500000,2.900000
4,4,-7.140748,0.000203,0.523738,0.000124,0.500000,2.900000
5,5,-4.962917,-4.963387,0.422971,0.422691,0.500000,2.900000
6,6,0.000000,-6.993787,0.000000,0.613314,0.500000,2.900000
7,7,5.047856,-5.047303,-0.371205,0.371535,0.500000,2.900000
0,0,6.985457,0.000328,-0.596638,0.000193,0.500000,3.000000
1,1,5.022823,5.022814,-0.372862,-0.372868,0.500000,3.000000
2,2,0.000291,6.945469,0.000171,-0.620155,0.500000,3.000000
