id,gid,x,y,v_x,v_y,radius,time
0,0,-8.997400,-1.000483,0.026000,-0.004826,0.750000,0.100000
1,0,-8.997400,1.000483,0.026000,0.004826,0.750000,0.100000
2,1,-0.002600,0.000000,-0.026000,0.000000,0.750000,0.100000
0,0,-8.992252,-1.001432,0.051480,-0.009497,0.750000,0.200000
1,0,-8.992252,1.001432,0.051480,0.009497,0.750000,0.200000
2,1,-0.007748,0.000000,-0.051480,0.000000,0.750000,0.200000
0,0,-8.984607,-1.002828,0.076450,-0.013962,0.750000,0.300000
1,0,-8.984607,1.002828,0.076450,0.013962,0.750000,0.300000
2,1,-0.015393,0.000000,-0.076450,0.000000,0.750000,0.300000
0,0,-8.974515,-1.004646,0.100921,-0.018175,0.750000,0.400000
1,0,-8.974515,1.004646,0.100921,0.018175,0.750000,0.400000
2,1,-0.025485,0.000000,-0.100921,0.000000,0.750000,0.400000
0,0,-8.962025,-1.006856,0.124903,-0.022102,0.750000,0.500000
1,0,-8.962025,1.006856,0.124903,0.022102,0.750000,0.500000
2,1,-0.037975,0.000000,-0.124903,0.000000,0.750000,0.500000
0,0,-8.947184,-1.009428,0.148405,-0.025716,0.750000,0.600000
1,0,-8.947184,1.009428,0.148405,0.025716,0.750000,0.600000
2,1,-0.052816,0.000000,-0.148405,0.000000,0.750000,0.600000
0,0,-8.930040,-1.012328,0.171437,-0.029000,0.750000,0.700000
1,0,-8.930040,1.012328,0.171437,0.029000,0.750000,0.700000
2,1,-0.069960,0.000000,-0.171437,0.000000,0.750000,0.700000
0,0,-8.910640,-1.015523,0.194008,-0.031949,0.750000,0.800000
1,0,-8.910640,1.015523,0.194008,0.031949,0.750000,0.800000
2,1,-0.089360,0.000000,-0.194008,0.000000,0.750000,0.800000
0,0,-8.889027,-1.018979,0.216128,-0.034561,0.750000,0.900000
1,0,-8.889027,1.018979,0.216128,0.034561,0.750000,0.900000
2,1,-0.110973,0.000000,-0.216128,0.000000,0.750000,0.900000
0,0,-8.865246,-1.022663,0.237805,-0.036845,0.750000,1.000000
1,0,-8.865246,1.022663,0.237805,0.036845,0.750000,1.000000
2,1,-0.134754,0.000000,-0.237805,0.000000,0.750000,1.000000
0,0,-8.839341,-1.026545,0.259049,-0.038814,0.750000,1.100000
1,0,-8.839341,1.026545,0.259049,0.038814,0.750000,1.100000
2,1,-0.160659,0.000000,-0.259049,0.000000,0.750000,1.100000
0,0,-8.811354,-1.030593,0.279868,-0.040484,0.750000,1.200000
1,0,-8.811354,1.030593,0.279868,0.040484,0.750000,1.200000
2,1,-0.188646,0.000000,-0.279868,0.000000,0.750000,1.200000
0,0,-8.781327,-1.034781,0.300271,-0.041876,0.750000,1.300000
1,0,-8.781327,1.034781,0.300271,0.041876,0.750000,1.300000
2,1,-0.218673,0.000000,-0.300271,0.000000,0.750000,1.300000
0,0,-8.749301,-1.039082,0.320265,-0.043011,0.750000,1.400000
1,0,-8.749301,1.039082,0.320265,0.043011,0.750000,1.400000
2,1,-0.250699,0.000000,-0.320265,0.000000,0.750000,1.400000
0,0,-8.715315,-1.043473,0.339860,-0.043910,0.750000,1.500000
1,0,-8.715315,1.043473,0.339860,0.043910,0.750000,1.500000
2,1,-0.284685,0.000000,-0.339860,0.000000,0.750000,1.500000
0,0,-8.679409,-1.047932,0.359063,-0.044596,0.750000,1.600000
1,0,-8.679409,1.047932,0.359063,0.044596,0.750000,1.600000
2,1,-0.320591,0.000000,-0.359063,0.000000,0.750000,1.600000
0,0,-8.641620,-1.052441,0.377881,-0.045089,0.750000,1.700000
1,0,-8.641620,1.052441,0.377881,0.045089,0.750000,1.700000
